车辆名称,车辆评级,成交价格,成交时间,上牌时间,行驶里程,车辆所在地,使用性质,颜色
"中升车源
丰田/卡罗拉锐放/2023款 2.0L 自动 先锋版",75BB,7.00万元,2026年03月,2024年05月,13701公里,南京,非营运,灰色
大众/宝来三厢/2020款 1.5 手动 舒适型,55CC,3.02万元,2026年03月,2020年01月,171585公里,济南,非营运,棕色
"中升车源
东风风行/菱智/2015款 1.6 手动 M3豪华型7座",55AD,0.37万元,2026年03月,2014年12月,94586公里,惠州,非营运,其他
"中升车源
奥迪/A3两厢五门版/2013款 1.4T 自动 30TFSI舒适版 (进口)",55CC,1.84万元,2026年03月,2013年07月,168541公里,惠州,非营运,白色
大众/朗逸/2013款 1.4T 自动 舒适版 改款,75BB,2.52万元,2026年03月,2013年12月,88607公里,北京,非营运,白色
丰田/格瑞维亚/2022款 2.5L 自动 混动 旗舰版,75BA,24.56万元,2026年03月,2023年02月,37182公里,秦皇岛,非营运,黑色
荣威/荣威i5/2019款 1.5 自动 4G互联领豪旗舰版,45DC,0.98万元,2026年03月,2019年09月,158513公里,嘉兴,非营运,白色
丰田/雷凌/2019款 1.2T 自动 185T豪华版 国VI,75AB,4.58万元,2026年03月,2020年07月,92349公里,张家口,非营运,白色
东风风光/风光580/2020款 1.5T 自动 豪华型,75AB,3.05万元,2026年03月,2020年05月,49534公里,呼和浩特,非营运,白色
"中升车源
奔腾/B70/2021款 1.5T 自动 乐享型",70CC,3.90万元,2026年03月,2022年01月,22237公里,东莞,非营运,白色
广汽传祺/传祺GS8/2017款 2.0T 自动 320T 两驱豪华智联版（七座）,70CB,3.75万元,2026年03月,2017年05月,76761公里,汕头,非营运,白色
宝马/3系三厢/2010款 2.0 自动 320i豪华版 (进口),70BC,1.37万元,2026年03月,2011年04月,195295公里,深圳,非营运,灰色
丰田/卡罗拉/2011款 1.6 手动 GL,55CB,1.23万元,2026年03月,2013年04月,151516公里,太原,非营运,白色
荣威/荣威i5/2020款 1.5 手动 4G互联领豪版,80AB,1.42万元,2026年03月,2020年07月,63694公里,惠州,非营运,蓝色
福特/福克斯两厢/2009款 1.8 自动 时尚型,70BC,0.67万元,2026年03月,2009年10月,41576公里,深圳,非营运,灰色
雪佛兰/景程/2013款 1.8 手动 SL致真版,65BB,0.70万元,2026年03月,2014年09月,50503公里,临沂,非营运,黑色
日产/阳光/2011款 1.5 自动 XE舒适版,95AA,0.81万元,2026年03月,2012年08月,130668公里,三亚,非营运,灰色
五菱汽车/宏光/2016款 1.5 手动 S1尊享型,55DC,0.96万元,2026年03月,2016年12月,123954公里,临沂,非营运,白色
比亚迪/宋新能源/2017款 1.5T 自动 DM豪华型四驱 混动,85BB,2.23万元,2026年03月,2018年07月,65827公里,杭州,非营运,黄色
大众/迈腾/2023款 200万辆纪念版 2.0T 自动 330TSI DSG豪华型,80AA,13.15万元,2026年03月,2022年12月,5174公里,南宁,非营运,黑色
启辰/D50/2013款 1.6 手动 时尚版,65BC,0.55万元,2026年03月,2014年08月,112839公里,南京,非营运,黑色
大众/高尔夫/2011款 1.6 自动 舒适型,50CC,1.20万元,2026年03月,2011年04月,160313公里,太原,非营运,白色
宝马/3系/2022款 改款 320Li M运动套装,70AB,15.31万元,2026年03月,2022年08月,35887公里,广州,非营运,白色
"中升车源
奥迪/A6L/2009款 2.4 自动 技术型",50DC,1.16万元,2026年03月,2009年05月,228884公里,南京,非营运,黑色
"中升车源
现代/瑞纳三厢/2014款 1.4 手动 GLS智能型",40DC,0.42万元,2026年03月,2015年02月,87968公里,成都,非营运,白色
丰田/卡罗拉/2008款 1.8 自动 GL-i天窗特别版,65BC,1.31万元,2026年03月,2009年10月,225783公里,深圳,非营运,灰色
日产/轩逸/2012款 1.6 自动 XL豪华版,30DC,1.19万元,2026年03月,2013年10月,106941公里,福州,非营运,黄色
大众/朗行/2013款 1.6 自动 风尚版,55CC,1.49万元,2026年03月,2014年08月,218583公里,南通,非营运,棕色
吉利汽车/经典帝豪/2013款 三厢 1.5L 进取型 手动,95AA,0.37万元,2026年03月,2014年01月,147787公里,柳州,非营运,棕色
本田/锋范/2011款 1.5 自动 精英品致版,75AB,1.22万元,2026年03月,2011年05月,168696公里,惠州,非营运,白色
"中升车源
埃安/Aion Y/2023款 plus 510 科技版",70DC,5.50万元,2026年03月,2023年09月,84314公里,广州,非营运,灰色
"中升车源
斯柯达/明锐/2018款 1.6 自动 豪华版",70BB,3.37万元,2026年03月,2018年01月,98905公里,南京,非营运,白色
五菱汽车/荣光/2011款 1.2 手动 标准型,95AA,0.31万元,2026年03月,2013年01月,96717公里,佛山,非营运,灰色
福特/福睿斯/2015款 1.5 自动 舒适型,80DA,1.08万元,2026年03月,2016年06月,115087公里,常州,非营运,红色
"中升车源
宝马/3系/2016款 2.0T 自动 320Li豪华设计套装",65BB,6.30万元,2026年03月,2016年01月,54881公里,南京,非营运,灰色
广汽传祺/传祺GS4/2015款 1.3T 手动 200T精英版,70BB,1.02万元,2026年03月,2016年10月,156103公里,邵阳,非营运,棕色
雪佛兰/科鲁泽/2020款 1.5 自动 320悦享版,60DB,1.93万元,2026年03月,2020年07月,93123公里,东莞,非营运,白色
"中升车源
本田/雅阁/2010款 2.4 自动 百万纪念版",65CB,2.02万元,2026年03月,2010年02月,107695公里,广州,非营运,白色
丰田/致炫/2014款 1.5 自动 G炫动版,65BB,1.66万元,2026年03月,2014年03月,185058公里,西安,非营运,白色
大众/探影/2020款 1.5 自动 R-Line,70AB,4.62万元,2026年03月,2020年08月,117823公里,哈尔滨,非营运,白色
本田/CR-V/2016款 2.0 自动 经典版前驱,40CC,3.88万元,2026年03月,2016年10月,163541公里,厦门,非营运,黑色
保时捷/Macan/2014款 3.6T 自动 Turbo (进口),65BC,14.37万元,2026年03月,2014年09月,100480公里,上海,非营运,黑色
现代/领动/2016款 1.6 手动 智炫活力型,55CC,1.40万元,2026年03月,2016年12月,74713公里,济宁,非营运,白色
MINI/MINI/2023款 改款 1.5T COOPER CABRIO 艺术家,75BB,19.27万元,2026年03月,2023年01月,35424公里,北京,非营运,其他
腾势/腾势D9/2025款 DM-i 智驾版 1020 四驱旗舰型,85BA,30.90万元,2026年03月,2025年02月,9040公里,北京,非营运,黑色
"中升车源
奔驰/GLC级/2016款 2.0T 自动 GLC 200 4MATIC",70BC,9.50万元,2026年03月,2016年07月,141424公里,上海,非营运,白色
"中升车源
本田/思域/2012款 1.8 自动 豪华版Vti",50DC,2.31万元,2026年03月,2012年08月,84313公里,上海,非营运,紫色
"中升车源
奥迪/A3三厢/2015款 Limousine 35 TFSI 百万纪念舒享型",60DC,3.00万元,2026年03月,2016年03月,112355公里,上海,非营运,白色
斯柯达/昕锐/2015款 1.6 自动 智选版,55BC,1.71万元,2026年03月,2015年01月,107098公里,上海,非营运,白色
吉利汽车/帝豪三厢/2018款 1.5 手动 向上互联版,55BC,1.15万元,2026年03月,2019年02月,281628公里,清远,非营运,白色
"中升车源
标致/308/2014款 乐享版 经典 1.6L 自动风尚型",30CD,0.94万元,2026年03月,2015年05月,105452公里,无锡,非营运,白色
日产/天籁/2013款 2.0 自动 XL舒适版,65BD,2.41万元,2026年03月,2013年06月,166031公里,上海,非营运,蓝色
腾势/腾势Z9/2024款 1100km 四驱Ultra版,90AA,22.00万元,2026年03月,2024年12月,5219公里,苏州,非营运,白色
"中升车源
Jeep/指南者/2020款 1.3T 自动 220T领先版",70BB,5.00万元,2026年03月,2021年03月,27077公里,淮安,非营运,白色
特斯拉/MODEL 3/2021款 标准续航后驱升级版,75AB,9.80万元,2026年03月,2021年02月,111978公里,上海,非营运,白色
"中升车源
大众/宝来三厢/2011款 1.4T 自动 舒适型",45CD,0.70万元,2026年03月,2010年10月,187930公里,南京,非营运,灰色
红旗/HS5/2022款 改款 2.0T 自动 智联旗享版,75DB,6.02万元,2026年03月,2023年01月,69452公里,南京,非营运,黑色
奔驰/A级（进口）/2017款 1.6T 自动 A200运动型 (进口),60BB,4.85万元,2026年03月,2016年10月,61119公里,宁波,非营运,红色
大众/高尔夫/2016款 230TSI 自动豪华型,50BC,3.24万元,2026年03月,2016年08月,120480公里,南京,非营运,黄色
宝马/X1/2016款 2.0T 自动 20Li豪华型四驱,60DD,3.80万元,2026年03月,2017年07月,179591公里,广州,租赁公司非营运,白色
本田/雅阁/2014款 2.4 自动 豪华版EX,55DC,4.29万元,2026年03月,2015年01月,130952公里,上海,非营运,黑色
"中升车源
广汽传祺/传祺GS4/2015款 1.3T 手动 200T精英版",95AA,1.12万元,2026年03月,2016年11月,61436公里,佛山,非营运,黄色
现代/ix25/2015款 1.6 自动 GLS智能型前驱,75BC,2.62万元,2026年03月,2015年11月,118004公里,金华,非营运,白色
奔驰/C级/2017款 2.0T 自动 C200运动版,55CB,6.01万元,2026年03月,2017年03月,122334公里,北京,非营运,白色
雪佛兰/科帕奇/2014款 2.4 自动 旗舰版7座四驱,70BC,1.11万元,2026年03月,2013年11月,163414公里,深圳,非营运,灰色
宝马/X1（进口）/2012款 2.0 自动 18i豪华型后驱 (进口),30DC,1.12万元,2026年03月,2013年10月,131923公里,北京,非营运,白色
"中升车源
奥迪/Q3/2016款 2.0T 自动 35TFSI风尚型前驱",70CB,5.54万元,2026年03月,2016年08月,89195公里,北京,非营运,白色
"中升车源
起亚/K5凯酷/2016款 2.0L 自动 LUX",60BC,3.88万元,2026年03月,2016年12月,83107公里,广州,非营运,白色
"中升车源
大众/速腾/2012款 1.4T 手动 豪华型",35DC,1.07万元,2026年03月,2012年12月,174166公里,哈尔滨,非营运,灰色
三菱/帕杰罗·劲畅/2013款 2.4 手动 舒适版后驱,45BC,2.14万元,2026年03月,2015年03月,154857公里,哈尔滨,非营运,白色
"中升车源
大众/途观/2013款 1.8T 自动 豪华版前驱",75BB,2.91万元,2026年03月,2014年03月,157688公里,南京,非营运,白色
宝马/3系/2011款 2.0 自动 318i领先型,60CC,1.50万元,2026年03月,2011年06月,95574公里,北京,非营运,蓝色
大众/高尔夫新能源(进口)/2015款 1.4T 自动 GTE(进口),60CB,3.72万元,2026年03月,2017年10月,142442公里,无锡,非营运,白色
宝骏/530/2018款 1.5T 手动 舒适型,45CD,1.30万元,2026年03月,2018年03月,112768公里,济南,非营运,灰色
别克/阅朗/2018款 1.3T 自动 18T精英型,30DC,2.00万元,2026年03月,2018年08月,130034公里,济南,非营运,白色
大众/一汽-大众CC/2015款 1.8T 自动 豪华型,75BC,4.06万元,2026年03月,2015年03月,82199公里,无锡,非营运,黄色
"中升车源
别克/昂科拉/2014款 1.4T 手动 都市进取型前驱",40BC,0.76万元,2026年03月,2014年04月,197613公里,无锡,非营运,白色
北汽幻速/S3/2014款 1.5 手动 舒适型 国IV,60DC,0.30万元,2026年03月,2015年02月,167833公里,深圳,非营运,白色
"中升车源
海马/S5青春版/2017款 1.6 手动 尊贵型",75BB,0.82万元,2026年03月,2017年08月,86744公里,东莞,非营运,白色
雷克萨斯/雷克萨斯RX经典/2009款 3.5 自动 450h (进口),40CC,6.11万元,2026年03月,2012年01月,264480公里,昆明,非营运,蓝色
大众/迈腾/2013款 1.8T 自动 豪华型,75CB,2.66万元,2026年03月,2013年02月,142053公里,深圳,非营运,黑色
比亚迪/e2/2020款 升级版 标准续航版 舒适型,60CC,1.90万元,2026年03月,2020年12月,121002公里,深圳,非营运,白色
丰田/皇冠/2011款 2.5 自动 Royal真皮天窗特别版,55CC,4.25万元,2026年03月,2011年12月,517407公里,深圳,非营运,黑色
比亚迪/元PLUS/2022款 510KM 尊荣型,70DC,2.39万元,2026年03月,2022年05月,398137公里,武汉,非营运,白色
方程豹/钛7/2025款 200KM两驱Max版,90AA,16.21万元,2026年03月,2025年10月,1606公里,昆明,非营运,黑色
雪佛兰/迈锐宝/2013款 2.0 自动 豪华版,55BB,1.17万元,2026年03月,2013年04月,125865公里,银川,非营运,白色
大众/一汽-大众CC/2016款 1.8T 自动 尊贵型,55DC,3.19万元,2026年03月,2016年03月,256403公里,合肥,非营运,白色
长安欧尚/欧尚X7/2020款 1.5T 自动 精英型,55DC,3.28万元,2026年03月,2020年03月,61692公里,长春,非营运,白色
特斯拉/MODEL S/2015款 纯电动 P85D四驱 (进口),40BC,6.85万元,2026年03月,2015年04月,115066公里,北京,非营运,红色
"中升车源
Jeep/自由光/2016款 2.4 自动 领先版前驱",45BC,2.04万元,2026年03月,2016年01月,237504公里,成都,非营运,黑色
福特/福睿斯/2015款 1.5 自动 时尚型,95AA,0.98万元,2026年03月,2016年01月,0公里,南京,非营运,白色
"中升车源
马自达/马自达CX-4/2016款 2.0 自动 蓝天品位版前驱",45CC,3.70万元,2026年03月,2016年09月,72291公里,长春,非营运,黑色
一汽/森雅R7/2016款 1.6 手动 尊贵型,95AA,0.87万元,2026年03月,2016年10月,110012公里,长春,非营运,灰色
"中升车源
奇瑞/QQ3/2004款 0.8 手动 舒适Ⅰ型",95AA,0.16万元,2026年03月,2005年04月,238033公里,吉林,非营运,灰色
荣威/RX5/2016款 2.0T 自动 30T互联网智尊版四驱,65AC,2.40万元,2026年03月,2017年03月,97234公里,上海,非营运,白色
现代/名图/2014款 1.8 自动 尊贵型,70BB,2.42万元,2026年03月,2014年08月,141766公里,哈尔滨,非营运,白色
长安/奔奔E-Star/2021款 国民版 心怡版 磷酸铁锂（31.18kWh）,60BB,1.81万元,2026年03月,2021年10月,54538公里,嘉兴,非营运,白色
"中升车源
日产/骊威/2015款 1.6 手动 XE舒适版",40CC,1.80万元,2026年03月,2018年11月,206628公里,长春,非营运,灰色
长安/CS35/2015款 1.6 手动 豪华型 国V,30BB,0.92万元,2026年03月,2015年10月,54221公里,长春,非营运,白色
起亚/K2三厢/2012款 1.4 手动 GLS纪念版,40DB,0.70万元,2026年03月,2014年01月,168015公里,长春,非营运,白色
比亚迪/海狮06/2025款 EV 605领航Pro版,95AA,11.62万元,2026年03月,2025年11月,1648公里,邵阳,非营运,灰色
奇瑞/艾瑞泽5/2017款 1.5 手动 领潮版,55BB,1.01万元,2026年03月,2018年01月,39904公里,深圳,非营运,白色
斯柯达/昕动/2016款 1.6 自动 前行版,50BC,1.90万元,2026年03月,2016年05月,181083公里,长沙,非营运,白色
Jeep/大切诺基(进口)/2016款 3.6 自动 75周年致敬版 (进口),70DC,10.54万元,2026年03月,2016年11月,126855公里,北京,非营运,黑色
大众/途观/2012款 1.8T 自动 菁英版四驱,60CB,1.21万元,2026年03月,2012年08月,161480公里,梅州,非营运,白色
现代/瑞纳三厢/2014款 1.4 手动 GLS智能型,75BA,1.33万元,2026年03月,2016年01月,81963公里,保定,非营运,白色
标致/308/2016款 1.6 自动 豪华版,70BB,2.19万元,2026年03月,2017年03月,86053公里,深圳,非营运,灰色
吉利汽车/博越/2018款 1.8T 自动 智联型4G互联版前驱,80BB,3.41万元,2026年03月,2019年03月,67348公里,商洛,非营运,白色
长安欧尚/科尚/2019款 1.5T 自动 悦享型 国VI,50CC,2.82万元,2026年03月,2021年03月,191928公里,西安,非营运,白色
日产/颐达/2008款 1.6 手动 J时尚型,95AA,0.12万元,2026年03月,2010年11月,149894公里,梅州,非营运,黑色
smart/ForTwo/2018款 1.0 自动 52千瓦硬顶激情版 (进口),85BB,3.80万元,2026年03月,2018年01月,130819公里,西安,非营运,其他
宝马/1系/2017款 1.5T 自动 118i时尚型,80BB,3.61万元,2026年03月,2017年07月,83292公里,金华,非营运,蓝色
起亚/K2三厢/2015款 1.4 手动 GLS,40DB,0.90万元,2026年03月,2015年02月,124022公里,秦皇岛,非营运,白色
丰田/卡罗拉/2021款 1.2T 自动 豪华版,60DB,4.02万元,2026年03月,2021年03月,147407公里,郑州,非营运,白色
丰田/威驰/2014款 1.5 自动 智臻版,55BC,1.44万元,2026年03月,2014年05月,87774公里,郑州,非营运,黑色
"中升车源
现代/朗动/2012款 1.6 手动 GLX领先型",60BC,1.15万元,2026年03月,2013年10月,87873公里,杭州,非营运,白色
腾势/腾势N9/2025款 旗舰型,90AB,31.96万元,2026年03月,2025年04月,12858公里,玉溪,非营运,黑色
日产/天籁/2008款 2.5 自动 公爵XV尊雅版,50CD,0.90万元,2026年03月,2009年12月,138343公里,广州,非营运,白色
众泰/T300/2018款 1.5 自动 豪华型,55CC,0.97万元,2026年03月,2019年04月,91206公里,东莞,非营运,白色
丰田/凯美瑞/2015款 2.5 自动 G豪华导航版,75AB,6.79万元,2026年03月,2016年03月,65668公里,北京,非营运,黑色
东南/V6菱仕/2015款 1.5 手动 Cross智尊型,70BB,0.61万元,2026年03月,2016年03月,48411公里,嘉兴,非营运,白色
长安/CS35/2014款 1.6 手动 豪华型 国IV,70BD,0.57万元,2026年03月,2014年05月,95662公里,武汉,非营运,灰色
菲亚特/菲翔/2012款 1.4T 自动 劲享版,55DD,0.75万元,2026年03月,2014年10月,125969公里,北京,非营运,白色
奥迪/Q3/2018款 2.0T 自动 30周年年型35TFSI运动型前驱,70BB,6.92万元,2026年03月,2018年05月,79587公里,北京,非营运,白色
"中升车源
大众/宝来三厢/2016款 1.6 自动 时尚型",70BC,2.65万元,2026年03月,2016年08月,137319公里,大连,非营运,灰色
大众/捷达/2013款 1.6 手动 时尚型,50DC,0.55万元,2026年03月,2014年06月,361968公里,北京,非营运,灰色
大众/捷达/2015款 1.6 自动 质惠版时尚型,40BB,2.20万元,2026年03月,2015年12月,55759公里,承德,非营运,白色
宝马/3系/2021款 2.0T 自动 325i M运动套装 改款,60DB,12.08万元,2026年03月,2021年08月,38903公里,上海,非营运,白色
奔腾/X40/2017款 1.6 自动 尊享型,80BB,1.42万元,2026年03月,2017年05月,134033公里,贵阳,非营运,白色
别克/凯越/2015款 1.5 自动 经典型,65CC,0.80万元,2026年03月,2016年07月,152521公里,深圳,非营运,白色
"中升车源
丰田/威飒/2023款 2.5L 自动 智能电混双擎 两驱尊贵版",90BB,13.62万元,2026年03月,2023年10月,31740公里,深圳,非营运,白色
