vehicle,actual,predicted,low,high,in_range,grade,years,success,price_group,year_group
凯迪拉克 ATS-L 2014款 2.0T 自动 25T舒适型,3.91,4.02,3.64,4.38,True,中,9.75,True,3-5万,8-10年
本田 思域 2016款 1.5T 自动 220TURBO豪华版,3.9,4.34,3.42,4.09,True,差,8.92,True,3-5万,8-10年
标致 3008 2013款 2.0 自动 潮流版,0.86,1.28,1.13,1.43,False,中,11.67,True,<1万,>10年
路虎 揽胜极光 2018款 2.0T 自动 240PS SE智耀版,7.1,7.02,7.35,7.97,False,优,7.67,True,5-10万,5-8年
日产 奇骏 2014款 2.0L 自动 CVT舒适版 2WD,3.8,4.39,3.98,4.78,False,中,9.42,True,3-5万,8-10年
奥迪 A4L 2011款 2.0TFSI 无级 132kw舒适型,1.61,2.1,1.62,2.01,False,差,13.5,True,1-3万,>10年
日产 天籁 2008款 2.5 无级 XL 领先版,0.48,1.2,1.05,1.35,False,中,14.92,True,<1万,>10年
丰田 凯美瑞 2016款 2.0 自动 G十周年纪念领先版,5.98,5.65,5.14,6.13,True,中,8.0,True,5-10万,5-8年
别克 凯越 2015款 1.5 自动 经典型,1.05,0.93,0.73,1.13,True,中,9.75,True,1-3万,8-10年
奥迪 Q5 2017款 2.0T 自动 40TFSI进取型,6.81,7.12,6.51,7.7,True,中,8.25,True,5-10万,8-10年
日产 轩逸 2021款 1.6 自动 XL经典豪华版,4.05,4.34,3.93,4.72,True,中,5.17,True,3-5万,5-8年
本田 思域 2012款 1.8 自动 豪华版Vti,2.19,1.86,1.64,2.08,False,中,13.0,True,1-3万,>10年
大众 帕萨特 2015款 1.8TSI 自动 DSG御尊版,2.88,3.31,2.59,3.11,True,差,9.92,True,1-3万,8-10年
日产 逍客 2019款 2.0 无级 XV 智享版,5.35,5.21,4.74,5.66,True,中,5.67,True,5-10万,5-8年
别克 英朗三厢 2019款 1.3T 自动 18T互联精英型 国VI,1.98,2.45,1.9,2.35,True,差,5.25,True,1-3万,5-8年
别克 威朗 2015款 1.5 手自一体 15S 进取型,1.7,1.9,1.67,2.13,True,中,9.67,True,1-3万,8-10年
宝马 325Li 2020款 2.0T 手自一体 M运动套装,13.01,12.17,11.25,13.05,True,中,5.33,True,10-20万,5-8年
本田 CR-V 2019款 1.5T 自动 240TURBO风尚版前驱 国V,6.52,8.32,7.63,8.98,False,中,5.92,True,5-10万,5-8年
丰田 RAV4荣放 2019款 2.0L 自动 CVT两驱先锋版 国V,6.71,6.74,6.15,7.29,True,中,6.58,True,5-10万,5-8年
大众 途观 2016款 1.8T 自动 300TSI豪华版前驱,3.08,3.55,3.2,3.87,False,中,9.08,True,3-5万,8-10年
比亚迪 F3 2018款 1.5 手动 经典型,0.71,0.85,0.65,1.05,True,中,6.08,True,<1万,5-8年
大众 途观L 2017款 1.8T 自动 330TSI豪华版前驱,6.04,5.17,4.7,5.62,False,中,8.0,True,5-10万,5-8年
本田 思域 2014款 1.8 自动 舒适版Exi,3.68,3.07,2.77,3.35,False,中,9.83,True,3-5万,8-10年
福特 翼虎 2017款 1.5T 自动 EcoBoost180豪翼型四驱,2.77,2.9,2.62,3.18,True,中,8.08,True,1-3万,8-10年
长安 悦翔-三厢 2012款 1.5 手动 豪华版,0.25,0.26,0.03,0.43,True,差,12.83,True,<1万,>10年
比亚迪 宋 2020款 1.5T 自动 经典版精英型,3.3,3.75,3.93,4.3,False,优,4.83,True,3-5万,3-5年
三菱 欧蓝德 2017款 2.0 无级 两驱荣耀版5座,3.8,4.3,3.9,4.69,False,中,7.58,True,3-5万,5-8年
日产 轩逸 2014款 1.6 无级 XV 尊享版,1.8,2.08,1.87,2.28,False,中,11.25,True,1-3万,>10年
日产 轩逸 2012款 1.6 自动 XL豪华版,2.29,1.48,1.3,1.66,False,中,12.0,True,1-3万,>10年
比亚迪 海豹 2023款 DM-i 1.5T 自动 121km 尊荣型,8.8,8.84,8.12,9.53,True,中,1.08,True,5-10万,0-3年
大众 Cross POLO 2012款 1.6 自动,1.92,1.31,1.15,1.47,False,中,13.0,True,1-3万,>10年
比亚迪 海鸥 2025款 405km 飞翔版,5.03,4.15,3.76,4.53,False,中,0.67,True,5-10万,0-3年
东风风神 风神AX7 2018款 经典 1.6T 自动 豪华型,1.71,2.16,1.95,2.37,False,中,7.17,True,1-3万,5-8年
大众 POLO劲情 2009款 1.6 自动 风尚版,0.63,0.69,0.4,0.8,True,差,15.75,True,<1万,>10年
岚图汽车 梦想家 2024款 1.5T 自动 PHEV 超长续航尊贵版,22.27,21.97,22.92,24.54,False,优,1.08,True,>20万,0-3年
东风风神 风神A60 2014款 1.6 自动 豪华型,0.93,0.6,0.4,0.8,False,中,10.92,True,<1万,>10年
别克 GL8 2013款 2.4 自动 经典版,2.07,2.35,2.38,2.76,False,优,12.0,True,1-3万,>10年
丰田 汉兰达 2018款 2.0T 自动 精英版5座前驱 国VI,12.35,13.07,13.65,14.66,False,优,5.25,True,10-20万,5-8年
福特 福克斯三厢 2015款 1.6 自动 风尚型,1.81,1.63,1.43,1.83,True,中,9.33,True,1-3万,8-10年
奥迪 A6L 2010款 2.0T 自动 TFSI标准型,1.89,1.46,1.28,1.64,False,中,16.08,True,1-3万,>10年
奥迪 A3三厢 2020款 1.4T 自动 35TFSI时尚型 国VI,7.84,7.46,6.83,8.07,True,中,4.33,True,5-10万,3-5年
福特 蒙迪欧 2013款 2.0T 自动 GTDi200时尚型,2.8,2.78,2.5,3.04,True,中,10.67,True,1-3万,>10年
起亚 K2-三厢 2012款 1.4 手动 GL纪念版,0.35,0.64,0.35,0.75,True,差,11.92,True,<1万,>10年
长安 CS35 2015款 1.6 手动 豪华型 国IV,1.02,0.8,0.6,1.0,False,中,9.75,True,1-3万,8-10年
别克 君越 2016款 2.0T 自动 28T豪华型,5.53,4.61,4.18,5.02,False,中,8.92,True,5-10万,8-10年
起亚 福瑞迪 2014款 1.6 手动 GL,1.15,0.94,0.74,1.14,False,中,9.75,True,1-3万,8-10年
大众 迈腾 2020款 2.0T 自动 330TSI豪华型,9.0,9.53,9.97,10.76,False,优,4.33,True,5-10万,3-5年
大众 途观 2012款 1.8T 自动 菁英版前驱,1.49,1.81,1.59,2.03,False,中,12.67,True,1-3万,>10年
大众 速腾 2012款 1.4T 手动 豪华型,1.2,1.77,1.56,1.98,False,中,12.58,True,1-3万,>10年
本田 雅阁 2005款 2.0 自动 标准型,0.42,0.53,0.38,0.78,True,优,19.67,True,<1万,>10年
奔驰 E级 2012款 3.0 自动 E300L时尚型,2.92,3.54,3.2,3.86,False,中,13.42,True,1-3万,>10年
荣威 550 2009款 1.8 手自一体 DVVT 启智版,0.34,0.37,0.12,0.52,True,差,15.67,True,<1万,>10年
本田 思域 2019款 1.5T 自动 220TURBO劲动版 国VI,5.92,5.91,5.38,6.41,True,中,5.25,True,5-10万,5-8年
福特 福克斯两厢 2012款 1.6 自动 风尚型,1.29,1.04,0.89,1.19,False,中,10.92,True,1-3万,>10年
日产 天籁 2008款 2.5 自动 公爵XV尊雅版,1.4,0.94,0.74,1.14,False,中,16.5,True,1-3万,>10年
哈弗 哈弗H2 2017款 1.5T 自动 红标精英型前驱,1.6,1.69,1.49,1.89,True,中,9.08,True,1-3万,8-10年
奥迪 A6L 2016款 3.0T 自动 45TFSI运动型四驱,8.82,9.29,7.55,8.84,True,差,8.33,True,5-10万,8-10年
丰田 皇冠 2012款 2.5 自动 Royal真皮版,8.51,7.8,6.29,7.4,False,差,10.42,True,5-10万,>10年
别克 昂科威 2016款 1.5T 双离合 20T 两驱精英型,4.1,3.41,3.08,3.72,False,中,8.67,True,3-5万,8-10年
日产 天籁 2016款 2.0 自动 XL舒适版 改款,5.2,4.27,3.87,4.66,False,中,7.58,True,5-10万,5-8年
日产 轩逸 2016款 1.6 自动 XE舒适版,2.86,2.72,2.45,2.98,True,中,8.0,True,1-3万,5-8年
日产 LANNIA 蓝鸟 2016款 1.6 自动 炫酷版,2.4,2.62,2.36,2.87,True,中,9.0,True,1-3万,8-10年
大众 速腾 2019款 1.4T 自动 280TSI豪华型,5.8,5.4,5.66,6.16,True,优,6.33,True,5-10万,5-8年
奥迪 A6L 2011款 2.0T 自动 TFSI标准型,1.77,2.76,2.49,3.03,False,中,13.58,True,1-3万,>10年
雪铁龙 C4L 2014款 1.8 自动 智驱版劲享型,0.99,0.98,0.78,1.18,True,中,10.75,True,<1万,>10年
本田 CR-V 2007款 2.4L 自动 四驱豪华版,0.53,1.09,1.05,1.35,False,优,17.67,True,<1万,>10年
大众 迈腾 2017款 1.8T 自动 330TSI豪华型,5.79,5.8,5.28,6.29,True,中,9.25,True,5-10万,8-10年
大众 宝来三厢 2015款 1.6 自动 质惠版舒适型,1.5,1.87,1.42,1.86,True,差,9.58,True,1-3万,8-10年
奥迪 Q5 2016款 2.0T 自动 40TFSI技术型,6.2,6.59,6.9,7.49,False,优,9.0,True,5-10万,8-10年
沃尔沃 XC60 2016款 2.0T 手自一体 T5 智进版,3.71,4.94,5.18,5.65,False,优,9.83,True,3-5万,8-10年
现代 瑞纳三厢 2014款 1.4 自动 GLX领先型,1.01,1.19,1.04,1.34,False,中,10.92,True,1-3万,>10年
雪佛兰 创酷 2014款 1.4T 手自一体 SE 两驱豪华型,1.15,1.17,1.02,1.32,True,中,10.5,True,1-3万,>10年
丰田 汉兰达 2018款 2.0T 自动 豪华版7座四驱,11.41,11.85,10.95,12.71,True,中,7.0,True,10-20万,5-8年
大众 途观L 2017款 1.8T 自动 330TSI豪华版前驱,5.99,5.24,4.76,5.69,False,中,8.08,True,5-10万,8-10年
日产 天籁 2012款 2.5 无级 XL 智享版,2.0,2.45,2.2,2.68,False,中,12.17,True,1-3万,>10年
福特 翼虎 2013款 2.0T 自动 GTDi精英型四驱,2.3,1.81,1.59,2.03,False,中,11.58,True,1-3万,>10年
大众 途观 2012款 1.8T 自动 菁英版前驱,1.89,2.11,1.9,2.31,False,中,11.92,True,1-3万,>10年
别克 凯越 2013款 1.5 手自一体 尊享版,0.75,0.72,0.43,0.83,True,差,11.0,True,<1万,>10年
日产 天籁 2021款 2.0 自动 XL 舒适版,5.57,7.25,6.63,7.84,False,中,3.83,True,5-10万,3-5年
丰田 卡罗拉 2021款 1.2T 自动 S-CVT精英PLUS版,5.09,5.19,4.72,5.64,True,中,3.33,True,5-10万,3-5年
雪佛兰 科鲁兹三厢 2015款 1.5 自动 经典版SE,0.95,0.82,0.7,1.1,True,优,9.75,True,<1万,8-10年
别克 昂科拉 2016款 1.4T 手自一体 18T 两驱都市精英型,2.5,2.17,1.95,2.38,False,中,9.17,True,1-3万,8-10年
标致 3008 2013款 1.6T 自动 潮流版,0.82,1.49,1.12,1.48,False,差,9.75,True,<1万,8-10年
日产 轩逸 2019款 1.6 自动 经典XL豪华版,3.8,3.67,3.32,4.01,True,中,4.83,True,3-5万,3-5年
奔驰 E级（进口） 2009款 3.0 自动 E300时尚型 (进口),2.88,2.99,2.7,3.27,True,中,14.42,True,1-3万,>10年
大众 宝来三厢 2012款 1.6 手动 时尚型,0.4,0.76,0.63,1.03,False,优,13.42,True,<1万,>10年
本田 皓影新能源 2022款 2.0 自动 e:PHEV 豪华版,10.5,12.94,11.98,13.87,False,中,2.58,True,10-20万,0-3年
五菱 宏光S 2014款 1.5 手动 舒适型7-8座,0.6,0.71,0.42,0.82,True,差,11.08,True,<1万,>10年
MINI MINI 2015款 1.2T 自动 ONE五门版 (进口),3.91,4.28,3.88,4.66,True,中,9.83,True,3-5万,8-10年
丰田 RAV4荣放 2009款 2.4L 自动 豪华版,2.93,2.1,1.89,2.31,False,中,14.25,True,1-3万,>10年
比亚迪 速锐 2014款 1.5 手动 豪华型,0.5,0.45,0.25,0.65,True,中,10.33,True,<1万,>10年
日产 奇骏 2014款 2.0L 自动 CVT舒适版 2WD,4.16,4.28,3.88,4.66,True,中,10.0,True,3-5万,8-10年
奥迪 Q5 2012款 2.0T 自动 TFSI技术型,3.01,3.02,2.73,3.31,True,中,13.25,True,3-5万,>10年
哈弗 H6 2018款 1.5T 双离合 豪华型蓝标,2.88,2.84,2.87,3.33,True,优,7.0,True,1-3万,5-8年
奥迪 A6L 2011款 2.0T 自动 TFSI标准型,1.4,3.3,3.47,3.8,False,优,13.08,True,1-3万,>10年
马自达 马自达6 2013款 2.0 自动 时尚型,1.43,1.26,1.11,1.41,False,中,10.92,True,1-3万,>10年
马自达 马自达6 2013款 2.0 自动 时尚型,1.7,1.36,1.2,1.52,False,中,10.75,True,1-3万,>10年
日产 骊威 2013款 1.6 无级 XE 舒适版,1.31,1.27,0.96,1.26,False,差,11.0,True,1-3万,>10年
本田 凌派 2013款 1.8 自动 豪华版,1.7,1.92,1.45,1.91,True,差,11.58,True,1-3万,>10年
宝马 1系 2020款 1.5T 自动 120i时尚型,6.3,6.12,5.58,6.64,True,中,4.42,True,5-10万,3-5年
奔驰 C级 2011款 1.8T 自动 C200时尚型CGI,1.62,2.22,2.0,2.44,False,中,13.92,True,1-3万,>10年
丰田 锐志 2007款 2.5S 手自一体 天窗版,1.0,1.36,1.03,1.35,False,差,16.67,True,<1万,>10年
丰田 卡罗拉 2012款 1.6 自动 GL 炫装版,1.74,1.81,1.59,2.03,True,中,12.5,True,1-3万,>10年
别克 昂科威 2016款 1.5T 双离合 20T 四驱豪华型,3.21,3.17,2.86,3.47,True,中,9.75,True,3-5万,8-10年
丰田 雷凌 2021款 1.2T 自动 185T运动版,5.1,4.87,4.42,5.3,True,中,4.0,True,5-10万,3-5年
福特 福睿斯 2019款 1.5 自动 质享型 改款 国VI,2.41,2.42,2.18,2.65,True,中,5.75,True,1-3万,5-8年
丰田 威驰 2014款 1.5 自动 智尚版,1.56,1.5,1.13,1.49,False,差,11.25,True,1-3万,>10年
日产 轩逸 2014款 1.6 自动 XV尊享版,2.42,2.25,2.02,2.46,True,中,10.58,True,1-3万,>10年
哈弗 哈弗H6 2012款 1.5T 手动 精英型前驱,0.4,0.55,0.27,0.67,True,差,12.08,True,<1万,>10年
别克 英朗三厢 2015款 1.5 自动 15N豪华型,1.86,1.52,1.34,1.7,False,中,9.67,True,1-3万,8-10年
大众 途观 2013款 1.8T 自动 风尚版前驱,2.37,2.18,1.96,2.39,True,中,11.75,True,1-3万,>10年
日产 轩逸 2012款 1.6 自动 XL豪华版,2.36,1.66,1.62,2.02,False,优,10.75,True,1-3万,>10年
雪佛兰 科鲁兹 2018款 1.5 手自一体 320 LS 先锋版(天窗),1.62,1.95,1.48,1.94,True,差,7.75,True,1-3万,5-8年
丰田 皇冠 2012款 2.5 手自一体 Royal 真皮版,6.02,7.65,6.17,7.26,False,差,10.75,True,5-10万,>10年
奔腾 B50 2016款 1.6 手自一体 舒适型,0.8,0.83,0.53,0.93,True,差,8.17,True,<1万,8-10年
大众 途观 2013款 1.8TSI 手自一体 四驱豪华版,3.11,3.06,2.76,3.34,True,中,11.17,True,3-5万,>10年
日产 天籁 2011款 2.5 自动 XL领先版,1.69,2.04,1.83,2.23,False,中,12.75,True,1-3万,>10年
大众 迈腾 2012款 1.8TSI 双离合 改款领先版,2.39,2.21,1.98,2.42,True,中,12.5,True,1-3万,>10年
本田 艾力绅 2016款 2.4 自动 至尊版,13.17,11.07,10.22,11.89,False,中,6.0,True,10-20万,5-8年
本田 奥德赛 2006款 2.4 手自一体 舒适型,0.75,1.02,0.87,1.17,False,中,18.5,True,<1万,>10年
吉利汽车 远景X3 2017款 1.5 自动 尊贵型,2.54,1.99,1.94,2.42,False,优,5.92,True,1-3万,5-8年
广汽传祺 传祺GS4 2015款 1.3T 自动 200T精英版,1.65,1.53,1.35,1.71,True,中,9.58,True,1-3万,8-10年
福特 蒙迪欧 2013款 1.5T 自动 GTDi180时尚型,2.13,2.68,2.42,2.94,False,中,9.58,True,1-3万,8-10年
本田 XR-V 2017款 1.8 无级 EXi 舒适版,5.49,5.03,4.57,5.47,False,中,6.42,True,5-10万,5-8年
荣威 RX5 2016款 1.5T 自动 20T互联网智享版前驱,2.25,1.94,1.71,2.17,False,中,8.0,True,1-3万,5-8年
起亚 K2三厢 2015款 1.4 自动 GLS,2.22,1.6,1.41,1.79,False,中,8.25,True,1-3万,8-10年
别克 凯越 2013款 1.5 手动 经典版,0.4,0.66,0.46,0.86,False,中,11.33,True,<1万,>10年
本田 思域 2012款 1.8 自动 舒适版Exi,1.77,1.79,1.58,2.0,True,中,13.33,True,1-3万,>10年
现代 ix35 2015款 2.0 自动 舒适型前驱 国IV,1.22,2.3,1.78,2.2,False,差,9.5,True,1-3万,8-10年
大众 速腾 2014款 1.6 手动 舒适型,1.63,1.95,1.72,2.18,False,中,11.42,True,1-3万,>10年
大众 POLO 2011款 1.6 手动 致尚版,0.31,1.0,0.8,1.2,False,中,13.67,True,<1万,>10年
大众 迈腾 2015款 2.0T 自动 尊贵型,3.82,3.93,4.12,4.5,False,优,11.08,True,3-5万,>10年
荣威 RX5新能源 2021款 1.5T 自动 ePLUS 国潮荣麟豪华版,5.02,4.38,3.97,4.77,False,中,3.25,True,5-10万,3-5年
比亚迪 F3 2012款 1.5 手动 标准型节能版,0.19,0.27,0.1,0.5,True,优,12.75,True,<1万,>10年
丰田 花冠EX 2013款 1.6 手动 超值版,1.35,1.34,1.18,1.5,True,中,13.25,True,1-3万,>10年
东风风行 景逸X5 2013款 1.6 手动 尊享型 国IV,0.26,0.42,0.22,0.62,True,中,11.08,True,<1万,>10年
日产 骐达 2016款 1.6 自动 酷动版,3.5,3.5,3.16,3.82,True,中,7.67,True,3-5万,5-8年
丰田 花冠 2011款 1.6 自动 豪华型,2.06,1.48,1.3,1.66,False,中,12.92,True,1-3万,>10年
现代 瑞纳三厢 2010款 1.4 自动 GT时尚型,0.51,0.69,0.55,0.95,False,优,12.92,True,<1万,>10年
别克 君威 2015款 1.6T 自动 领先技术型,2.65,2.27,2.3,2.66,True,优,9.5,True,1-3万,8-10年
比亚迪 速锐 2012款 1.5 手动 舒适型,0.3,0.3,0.06,0.46,True,差,11.75,True,<1万,>10年
奥迪 A4L 2016款 2.0T 自动 35TFSI舒适型,4.58,5.04,3.99,4.76,True,差,9.33,True,3-5万,8-10年
别克 GL8 2017款 2.0T 自动 ES 28T豪华型,10.91,9.07,8.33,9.77,False,中,6.33,True,10-20万,5-8年
福特 福克斯三厢 2015款 1.0T 手动 EcoBoost125超能风尚型,0.6,1.32,1.16,1.48,False,中,9.75,True,<1万,8-10年
大众 迈腾 2019款 2.0T 自动 330TSI 豪华型 国VI,7.27,7.47,6.83,8.07,True,中,6.33,True,5-10万,5-8年
福特 福克斯两厢 2012款 1.6 自动 风尚型,0.93,1.05,0.9,1.2,True,中,11.25,True,<1万,>10年
大众 朗逸三厢 2013款 1.6 自动 经典舒适版 改款,2.12,1.56,1.37,1.75,False,中,11.75,True,1-3万,>10年
长安 CS75 PLUS 2021款 1.5T 自动 豪华型,4.6,4.57,4.14,4.97,True,中,4.75,True,3-5万,3-5年
雪铁龙 C5 2014款 1.6THP 手自一体 尊享型,1.5,1.75,1.54,1.96,False,中,9.25,True,1-3万,8-10年
大众 帕萨特 2017款 1.8T 自动 330TSI尊荣版,4.0,5.38,4.89,5.84,False,中,7.58,True,3-5万,5-8年
奔驰 E级 2010款 3.0 自动 E300L时尚型,2.05,2.72,2.45,2.98,False,中,14.5,True,1-3万,>10年
比亚迪 F3 2018款 1.5 手动 时尚型,0.81,0.74,0.44,0.84,True,差,5.92,True,<1万,5-8年
丰田 卡罗拉 2017款 1.2T 自动 GL 改款,3.7,3.42,3.59,3.93,True,优,8.17,True,3-5万,8-10年
日产 轩逸 2012款 1.6 手动 XE舒适版经典款,1.15,1.19,1.04,1.34,True,中,10.42,True,1-3万,>10年
大众 速腾 2015款 1.4T 自动 230TSI舒适型,4.04,3.3,2.98,3.6,False,中,9.17,True,3-5万,8-10年
五菱 宏光S 2016款 1.5 手动 舒适型7-8座,1.4,1.26,1.11,1.41,True,中,7.67,True,1-3万,5-8年
日产 天籁 2016款 2.0 自动 XL舒适版 改款,4.98,4.54,4.76,5.19,True,优,7.33,True,3-5万,5-8年
比亚迪 唐新能源 2015款 2.0T 自动 四驱旗舰型 混动,1.88,2.89,2.6,3.16,False,中,9.58,True,1-3万,8-10年
本田 雅阁 2018款 1.5T 自动 260TURBO精英版,7.0,7.95,6.42,7.55,True,差,5.58,True,5-10万,5-8年
大众 Cross POLO 2016款 1.6 自动,3.0,2.54,2.29,2.78,False,中,8.92,True,1-3万,8-10年
大众 速腾 2006款 2.0 手动 时尚版,0.25,0.38,0.13,0.53,True,差,17.92,True,<1万,>10年
广汽传祺 传祺GS4 2015款 1.3T 自动 200T精英版,1.74,1.47,1.29,1.65,False,中,9.5,True,1-3万,8-10年
现代 索纳塔 2013款 2.0 自动 DLX尊贵版,1.1,1.26,0.95,1.25,True,差,12.0,True,1-3万,>10年
哈弗 哈弗H6 2015款 1.5T 手动 升级版精英型前驱,0.52,1.07,0.92,1.22,False,中,9.92,True,<1万,8-10年
宝马 118i 2019款 1.5T 手自一体 时尚型,4.8,4.82,4.38,5.25,True,中,6.58,True,3-5万,5-8年
丰田 汉兰达 2012款 2.7 手自一体 两驱7座豪华版,4.5,4.72,4.28,5.13,True,中,12.5,True,3-5万,>10年
福特 福克斯-两厢 2015款 1.6 双离合 舒适型,2.24,1.42,1.25,1.59,False,中,9.42,True,1-3万,8-10年
大众 宝来传奇 2019款 1.5 手动 时尚型,3.1,3.4,3.07,3.71,True,中,5.0,True,3-5万,3-5年
大众 凌渡 2018款 1.4T 自动 280TSI舒适版,4.76,4.31,3.9,4.69,False,中,7.25,True,3-5万,5-8年
日产 逍客 2016款 2.0 自动 精英版,3.5,3.95,3.57,4.31,False,中,8.83,True,3-5万,8-10年
大众 桑塔纳 2013款 1.4 手动 风尚版,0.8,0.9,0.7,1.1,True,中,11.75,True,<1万,>10年
吉利汽车 缤瑞 2019款 1.0T 自动 200T缤致版,1.7,2.17,1.68,2.08,True,差,5.75,True,1-3万,5-8年
江汽集团 瑞风S3 2017款 1.6 手动 豪华智能型,0.51,0.82,0.7,1.1,False,优,9.08,True,<1万,8-10年
本田 CR-V 2021款 1.5T 自动 240TURBO都市版前驱,8.99,9.27,8.52,9.99,True,中,4.92,True,5-10万,3-5年
大众 朗逸三厢 2013款 1.6 自动 经典风尚版 改款,1.3,1.37,1.21,1.53,True,中,11.67,True,1-3万,>10年
别克 君威 2015款 1.6T 自动 领先技术型,2.09,2.16,1.94,2.37,True,中,9.58,True,1-3万,8-10年
大众 CC 2010款 2.0T 自动 豪华型,2.09,2.21,1.99,2.42,True,中,13.58,True,1-3万,>10年
起亚 KX3(傲跑) 2020款 1.5 无级 潮流版,5.07,5.0,4.54,5.44,True,中,4.17,True,5-10万,3-5年
奥迪 A6L 2017款 3.0T 自动 45TFSI运动型四驱,12.14,10.45,10.92,11.77,False,优,7.75,True,10-20万,5-8年
领克 领克01 2017款 2.0T 自动 劲Pro版四驱,4.34,4.28,3.87,4.66,True,中,7.08,True,3-5万,5-8年
大众 高尔夫 2012款 1.4T 自动 舒适型,2.2,2.19,1.97,2.41,True,中,11.58,True,1-3万,>10年
日产 逍客 2011款 2.0 手动 XL 火 两驱,0.75,1.1,0.95,1.25,False,中,14.17,True,<1万,>10年
荣威 550 2010款 1.8 手动 启悦版,0.4,0.41,0.25,0.65,True,优,12.25,True,<1万,>10年
雪佛兰 科鲁兹 2013款 1.6 手动 SE,0.22,0.4,0.15,0.55,True,差,12.42,True,<1万,>10年
大众 POLO两厢 2014款 1.4 自动 舒适版,1.9,1.98,1.74,2.22,True,中,10.42,True,1-3万,>10年
陆风 X7 2015款 2.0T 自动 全景旗舰版,1.02,1.04,0.89,1.19,True,中,8.42,True,1-3万,8-10年
奥迪 A6L 2012款 2.5 自动 30FSI技术型,5.03,5.29,4.2,5.0,False,差,12.25,True,5-10万,>10年
现代 ix35 2012款 2.0 自动 GLS精英版前驱,1.51,1.34,1.18,1.5,False,中,12.42,True,1-3万,>10年
大众 朗逸三厢 2015款 1.6 自动 舒适版,2.57,2.58,2.61,3.03,False,优,9.0,True,1-3万,8-10年
本田 CR-V 2010款 2.0 自动 LXi 都市版,1.43,1.64,1.24,1.64,True,差,14.67,True,1-3万,>10年
奥迪 A4L 2013款 2.0T 自动 35TFSI标准型,3.51,3.44,3.1,3.75,True,中,12.5,True,3-5万,>10年
标致 3008 2013款 2.0 手动 经典版,0.98,1.08,0.93,1.23,True,中,11.25,True,<1万,>10年
日产 逍客 2015款 2.0 自动 XV酷炫,2.42,2.48,2.24,2.72,True,中,10.08,True,1-3万,>10年
长安 CS75 PLUS 2020款 1.5T 自动 豪华型,3.58,4.19,3.3,3.95,True,差,5.0,True,3-5万,3-5年
丰田 卡罗拉 2014款 1.6 自动 GL,3.4,3.34,3.02,3.65,True,中,8.92,True,3-5万,8-10年
方程豹 豹5 2023款 云辇旗舰版,19.11,17.12,15.93,18.29,False,中,1.17,True,10-20万,0-3年
本田 CR-V 2010款 2.4 自动 VTi尊贵型四驱,1.92,1.75,1.54,1.96,True,中,15.67,True,1-3万,>10年
东风风行 景逸 2012款 1.5 手动 XL舒适型,0.26,0.34,0.18,0.58,True,优,11.92,True,<1万,>10年
别克 凯越 2011款 1.6 自动 LX,0.31,0.41,0.21,0.61,True,中,13.08,True,<1万,>10年
本田 第七代雅阁 2007款 2.0 自动 舒适精典版,0.5,0.82,0.51,0.91,False,差,17.0,True,<1万,>10年
雪佛兰 赛欧-三厢 2013款 1.2 手动 时尚版,0.38,0.33,0.09,0.49,True,差,10.17,True,<1万,>10年
本田 凌派 2015款 1.8 自动 豪华版,2.86,2.72,2.45,2.97,True,中,10.0,True,1-3万,8-10年
别克 昂科拉 2015款 1.4T 手动 都市进取型前驱,1.66,1.53,1.35,1.71,True,中,9.33,True,1-3万,8-10年
本田 CR-V 2012款 2.0 自动 EXi 经典版,2.79,3.14,2.84,3.43,False,中,12.25,True,1-3万,>10年
日产 轩逸 2016款 1.8 自动 XV智尊版,2.8,2.65,2.39,2.9,True,中,9.08,True,1-3万,8-10年
丰田 威兰达 2020款 2.0 自动 豪华版前驱,9.26,9.46,9.89,10.67,False,优,4.92,True,5-10万,3-5年
长安商用 欧诺 2014款 1.5 手动 基本型7-8座,0.46,0.49,0.22,0.62,True,差,9.0,True,<1万,8-10年
哈弗 哈弗H2 2015款 1.5T 自动 尊贵型前驱,0.66,1.26,1.11,1.41,False,中,10.17,True,<1万,>10年
本田 锋范 2008款 1.5 自动 精英型,0.92,0.63,0.35,0.75,False,差,16.25,True,<1万,>10年
比亚迪 秦Pro 2020款 1.5T 自动 超越版尊贵型,2.72,2.6,2.34,2.85,True,中,4.58,True,1-3万,3-5年
奔腾 X40 2017款 1.6 手动 豪华型,1.73,1.47,1.29,1.65,False,中,7.67,True,1-3万,5-8年
斯柯达 晶锐 2012款 1.4 手动 晶灵版,0.4,0.92,0.72,1.12,False,中,11.83,True,<1万,>10年
比亚迪 海鸥 2025款 智驾版 405km 飞翔版,5.6,4.16,4.37,4.77,False,优,0.5,True,5-10万,0-3年
起亚 K3 2013款 1.6 手动 GLS,0.99,1.18,1.03,1.33,False,中,12.83,True,<1万,>10年
岚图汽车 岚图追光 2023款 四驱旗舰版,12.03,13.08,12.11,14.01,False,中,1.17,True,10-20万,0-3年
